,productivity,utility,coverage,harmonic_mean
komise,0.4,0.2667,0.0017,0.0034
propadl,0.4,0.2667,0.0017,0.0034
práv,0.4,0.2667,0.0017,0.0034
známé,0.4,0.2667,0.0017,0.0034
prodeji,0.4,0.2667,0.0017,0.0034
krkonošského,0.4,0.2667,0.0017,0.0034
klimatu,0.4,0.2667,0.0017,0.0034
konvoj,0.4,0.2667,0.0017,0.0034
významným,0.4,0.2667,0.0017,0.0034
propagandou,0.4,0.2667,0.0017,0.0034
komentuje,0.4,0.2667,0.0017,0.0034
kousek,0.4,0.2667,0.0017,0.0034
představí,0.4,0.2667,0.0017,0.0034
změnil,0.4,0.2667,0.0017,0.0034
prohlášeních,0.4,0.2667,0.0017,0.0034
končetinách,0.4,0.2667,0.0017,0.0034
krizovou,0.4,0.2667,0.0017,0.0034
narodil,0.4,0.2667,0.0017,0.0034
kroměřížské,0.4,0.2667,0.0017,0.0034
zahájení,0.4,0.2667,0.0017,0.0034
roční,0.4,0.2667,0.0017,0.0034
"neustupují,",0.4,0.2667,0.0017,0.0034
mír,0.4,0.2667,0.0017,0.0034
výběrovém,0.4,0.2667,0.0017,0.0034
"rozhodují,",0.4,0.2667,0.0017,0.0034
neúspěchu,0.4,0.2667,0.0017,0.0034
"rozhodlo,",0.4,0.2667,0.0017,0.0034
zbraň,0.4,0.2667,0.0017,0.0034
motorkáři,0.4,0.2667,0.0017,0.0034
skutečnou,0.4,0.2667,0.0017,0.0034
nádrže,0.4,0.2667,0.0017,0.0034
nákladů,0.4,0.2667,0.0017,0.0034
nápomocno,0.4,0.2667,0.0017,0.0034
roste,0.4,0.2667,0.0017,0.0034
založení,0.4,0.2667,0.0017,0.0034
obdržel,0.4,0.2667,0.0017,0.0034
obornou,0.4,0.2667,0.0017,0.0034
místopředsedy,0.4,0.2667,0.0017,0.0034
neurčito,0.4,0.2667,0.0017,0.0034
nesouhlasí,0.4,0.2667,0.0017,0.0034
nabízí,0.4,0.2667,0.0017,0.0034
naplánováno,0.4,0.2667,0.0017,0.0034
naslouchat,0.4,0.2667,0.0017,0.0034
navrhoval,0.4,0.2667,0.0017,0.0034
zasáhli,0.4,0.2667,0.0017,0.0034
nedošlo,0.4,0.2667,0.0017,0.0034
největšího,0.4,0.2667,0.0017,0.0034
nekvalifikoval,0.4,0.2667,0.0017,0.0034
rádiu,0.4,0.2667,0.0017,0.0034
zaplatí,0.4,0.2667,0.0017,0.0034
může,0.4,0.2667,0.0017,0.0034
zastáncem,0.4,0.2667,0.0017,0.0034
nenajdeme,0.4,0.2667,0.0017,0.0034
neodcestoval,0.4,0.2667,0.0017,0.0034
městským,0.4,0.2667,0.0017,0.0034
nepatří,0.4,0.2667,0.0017,0.0034
rychle,0.4,0.2667,0.0017,0.0034
zakročili,0.4,0.2667,0.0017,0.0034
slovenského,0.4,0.2667,0.0017,0.0034
souzený,0.4,0.2667,0.0017,0.0034
odloženo,0.4,0.2667,0.0017,0.0034
přivítala,0.4,0.2667,0.0017,0.0034
pochod,0.4,0.2667,0.0017,0.0034
podmínku,0.4,0.2667,0.0017,0.0034
podnikání,0.4,0.2667,0.0017,0.0034
webových,0.4,0.2667,0.0017,0.0034
pohrdání,0.4,0.2667,0.0017,0.0034
připadala,0.4,0.2667,0.0017,0.0034
soukromou,0.4,0.2667,0.0017,0.0034
policisté,0.4,0.2667,0.0017,0.0034
přijíždí,0.4,0.2667,0.0017,0.0034
květinových,0.4,0.2667,0.0017,0.0034
vznikla,0.4,0.2667,0.0017,0.0034
použití,0.4,0.2667,0.0017,0.0034
považuje,0.4,0.2667,0.0017,0.0034
pozice,0.4,0.2667,0.0017,0.0034
přehlídkám,0.4,0.2667,0.0017,0.0034
předávání,0.4,0.2667,0.0017,0.0034
lidských,0.4,0.2667,0.0017,0.0034
plyn,0.4,0.2667,0.0017,0.0034
likvidaci,0.4,0.2667,0.0017,0.0034
složení,0.4,0.2667,0.0017,0.0034
odmítná,0.4,0.2667,0.0017,0.0034
odpočívat,0.4,0.2667,0.0017,0.0034
meteorologické,0.4,0.2667,0.0017,0.0034
odpůrci,0.4,0.2667,0.0017,0.0034
odvezli,0.4,0.2667,0.0017,0.0034
odvolání,0.4,0.2667,0.0017,0.0034
menší,0.4,0.2667,0.0017,0.0034
okupace,0.4,0.2667,0.0017,0.0034
lze,0.4,0.2667,0.0017,0.0034
masáž,0.4,0.2667,0.0017,0.0034
onemocnění,0.4,0.2667,0.0017,0.0034
zabíjet,0.4,0.2667,0.0017,0.0034
radním,0.4,0.2667,0.0017,0.0034
příčinu,0.4,0.2667,0.0017,0.0034
zemědělství,0.4,0.2667,0.0017,0.0034
léků,0.4,0.2667,0.0017,0.0034
rostoucí,0.4,0.2667,0.0017,0.0034
dolních,0.4,0.2667,0.0017,0.0034
trhy,0.4,0.2667,0.0017,0.0034
Fannie,0.4,0.2667,0.0017,0.0034
vyhnul,0.4,0.2667,0.0017,0.0034
Fogh,0.4,0.2667,0.0017,0.0034
dopadení,0.4,0.2667,0.0017,0.0034
Frank,0.4,0.2667,0.0017,0.0034
"září,",0.4,0.2667,0.0017,0.0034
Freddie,0.4,0.2667,0.0017,0.0034
Freudových,0.4,0.2667,0.0017,0.0034
Furtwängler,0.4,0.2667,0.0017,0.0034
G7,0.4,0.2667,0.0017,0.0034
škoda,0.4,0.2667,0.0017,0.0034
Generálního,0.4,0.2667,0.0017,0.0034
Guardian,0.4,0.2667,0.0017,0.0034
Havlík,0.4,0.2667,0.0017,0.0034
Palmovkou,0.4,0.2667,0.0017,0.0034
depozitáře,0.4,0.2667,0.0017,0.0034
Ostravská,0.4,0.2667,0.0017,0.0034
uzavřena,0.4,0.2667,0.0017,0.0034
zúčastnil,0.4,0.2667,0.0017,0.0034
Hončaruka,0.4,0.2667,0.0017,0.0034
summitu,0.4,0.2667,0.0017,0.0034
Houghton,0.4,0.2667,0.0017,0.0034
Tomia,0.4,0.2667,0.0017,0.0034
I,0.4,0.2667,0.0017,0.0034
Festival,0.4,0.2667,0.0017,0.0034
Světovém,0.4,0.2667,0.0017,0.0034
svalovou,0.4,0.2667,0.0017,0.0034
druhém,0.4,0.2667,0.0017,0.0034
Chepeho,0.4,0.2667,0.0017,0.0034
fanoušci,0.4,0.2667,0.0017,0.0034
existuje,0.4,0.2667,0.0017,0.0034
Christof,0.4,0.2667,0.0017,0.0034
ČTK,0.4,0.2667,0.0017,0.0034
Crose,0.4,0.2667,0.0017,0.0034
čele,0.4,0.2667,0.0017,0.0034
Poláků,0.4,0.2667,0.0017,0.0034
Demokrat,0.4,0.2667,0.0017,0.0034
závislosti,0.4,0.2667,0.0017,0.0034
Sponzoři,0.4,0.2667,0.0017,0.0034
Politici,0.4,0.2667,0.0017,0.0034
Divadle,0.4,0.2667,0.0017,0.0034
důsledky,0.4,0.2667,0.0017,0.0034
Pitharta,0.4,0.2667,0.0017,0.0034
Divadlu,0.4,0.2667,0.0017,0.0034
dříve,0.4,0.2667,0.0017,0.0034
dětskému,0.4,0.2667,0.0017,0.0034
dětského,0.4,0.2667,0.0017,0.0034
děti,0.4,0.2667,0.0017,0.0034
Stav,0.4,0.2667,0.0017,0.0034
velvyslanec,0.4,0.2667,0.0017,0.0034
Státní,0.4,0.2667,0.0017,0.0034
Impuls,0.4,0.2667,0.0017,0.0034
Oleksije,0.4,0.2667,0.0017,0.0034
studenti,0.4,0.2667,0.0017,0.0034
"Kingovi,",0.4,0.2667,0.0017,0.0034
vyloučili,0.4,0.2667,0.0017,0.0034
Méně,0.4,0.2667,0.0017,0.0034
Výborný,0.4,0.2667,0.0017,0.0034
beztrestně,0.4,0.2667,0.0017,0.0034
Kubě,0.4,0.2667,0.0017,0.0034
Květinová,0.4,0.2667,0.0017,0.0034
automobily,0.4,0.2667,0.0017,0.0034
ředitelství,0.4,0.2667,0.0017,0.0034
úspěchu,0.4,0.2667,0.0017,0.0034
systém,0.4,0.2667,0.0017,0.0034
Lidovci,0.4,0.2667,0.0017,0.0034
Lvově,0.4,0.2667,0.0017,0.0034
Mac,0.4,0.2667,0.0017,0.0034
Mae,0.4,0.2667,0.0017,0.0034
ukrajinské,0.4,0.2667,0.0017,0.0034
akvizice,0.4,0.2667,0.0017,0.0034
Matula,0.4,0.2667,0.0017,0.0034
Miloše,0.4,0.2667,0.0017,0.0034
Zbraňový,0.4,0.2667,0.0017,0.0034
Mecenášové,0.4,0.2667,0.0017,0.0034
Miloslav,0.4,0.2667,0.0017,0.0034
Zemana,0.4,0.2667,0.0017,0.0034
Mexická,0.4,0.2667,0.0017,0.0034
bojuje,0.4,0.2667,0.0017,0.0034
Karlovy,0.4,0.2667,0.0017,0.0034
Okamury,0.4,0.2667,0.0017,0.0034
Vondruška,0.4,0.2667,0.0017,0.0034
třetiny,0.4,0.2667,0.0017,0.0034
Odpůrce,0.4,0.2667,0.0017,0.0034
Obránci,0.4,0.2667,0.0017,0.0034
cestu,0.4,0.2667,0.0017,0.0034
Univerzity,0.4,0.2667,0.0017,0.0034
Janáčkova,0.4,0.2667,0.0017,0.0034
centru,0.4,0.2667,0.0017,0.0034
Několik,0.4,0.2667,0.0017,0.0034
cena,0.4,0.2667,0.0017,0.0034
cen,0.4,0.2667,0.0017,0.0034
členů,0.4,0.2667,0.0017,0.0034
zůstává,0.4,0.2667,0.0017,0.0034
cel,0.4,0.2667,0.0017,0.0034
Varšavské,0.4,0.2667,0.0017,0.0034
Novák,0.4,0.2667,0.0017,0.0034
Velká,0.4,0.2667,0.0017,0.0034
Johannesburgu,0.4,0.2667,0.0017,0.0034
John,0.4,0.2667,0.0017,0.0034
K,0.4,0.2667,0.0017,0.0034
Kaloni,0.4,0.2667,0.0017,0.0034
Nobelovu,0.4,0.2667,0.0017,0.0034
Ústavu,0.4,0.2667,0.0017,0.0034
brutálně,0.4,0.2667,0.0017,0.0034
Charlese,0.4,0.2667,0.0017,0.0034
španělské,0.4,0.2667,0.0017,0.0034
Zlámaný,0.4,0.2667,0.0017,0.0034
Rostislav,0.4,0.2667,0.0017,0.0034
"2,4",0.4,0.2667,0.0017,0.0034
vydaných,0.4,0.2667,0.0017,0.0034
tomto,0.4,0.2667,0.0017,0.0034
Rodneymu,0.4,0.2667,0.0017,0.0034
trestu,0.4,0.2667,0.0017,0.0034
Armáda,0.4,0.2667,0.0017,0.0034
hájit,0.4,0.2667,0.0017,0.0034
čekali,0.4,0.2667,0.0017,0.0034
již,0.4,0.2667,0.0017,0.0034
"hvězdy,",0.4,0.2667,0.0017,0.0034
1919,0.4,0.2667,0.0017,0.0034
1841,0.4,0.2667,0.0017,0.0034
žádné,0.4,0.2667,0.0017,0.0034
Pražská,0.4,0.2667,0.0017,0.0034
houbami,0.4,0.2667,0.0017,0.0034
Barney,0.4,0.2667,0.0017,0.0034
Bezruče,0.4,0.2667,0.0017,0.0034
hostovala,0.4,0.2667,0.0017,0.0034
sto,0.4,0.2667,0.0017,0.0034
Anders,0.4,0.2667,0.0017,0.0034
čekají,0.4,0.2667,0.0017,0.0034
Blixovu,0.4,0.2667,0.0017,0.0034
instituci,0.4,0.2667,0.0017,0.0034
40,0.4,0.2667,0.0017,0.0034
zpřístupní,0.4,0.2667,0.0017,0.0034
jedovatými,0.4,0.2667,0.0017,0.0034
sprna,0.4,0.2667,0.0017,0.0034
2004,0.4,0.2667,0.0017,0.0034
srovnání,0.4,0.2667,0.0017,0.0034
"vozů,",0.4,0.2667,0.0017,0.0034
volá,0.4,0.2667,0.0017,0.0034
Číně,0.4,0.2667,0.0017,0.0034
jater,0.4,0.2667,0.0017,0.0034
sta,0.4,0.2667,0.0017,0.0034
jestli,0.4,0.2667,0.0017,0.0034
izraelského,0.4,0.2667,0.0017,0.0034
SPD,0.4,0.2667,0.0017,0.0034
jihoamerickém,0.4,0.2667,0.0017,0.0034
2003,0.4,0.2667,0.0017,0.0034
Agrofert,0.4,0.2667,0.0017,0.0034
stanici,0.4,0.2667,0.0017,0.0034
Akademie,0.4,0.2667,0.0017,0.0034
jsme,0.4,0.2667,0.0017,0.0034
zveřejnit,0.4,0.2667,0.0017,0.0034
Rada,0.4,0.2667,0.0017,0.0034
vládě,0.4,0.2667,0.0017,0.0034
globálními,0.4,0.2667,0.0017,0.0034
globalizace,0.4,0.2667,0.0017,0.0034
stránkách,0.4,0.2667,0.0017,0.0034
kapitál,0.4,0.2667,0.0017,0.0034
Povodí,0.4,0.2667,0.0017,0.0034
vodní,0.4,0.2667,0.0017,0.0034
francouzské,0.4,0.2667,0.0017,0.0034
havířovských,0.4,0.2667,0.0017,0.0034
Rasmussen,0.4,0.2667,0.0017,0.0034
finská,0.4,0.2667,0.0017,0.0034
finančně,0.4,0.2667,0.0017,0.0034
Poulíček,0.4,0.2667,0.0017,0.0034
Soutěž,0.4,0.2667,0.0017,0.0034
filharmonie,0.4,0.2667,0.0017,0.0034
stran,0.4,0.2667,0.0017,0.0034
trhům,0.4,0.2667,0.0017,0.0034
17,0.4,0.2667,0.0017,0.0034
Sněmovny,0.4,0.2667,0.0017,0.0034
Slivice,0.4,0.2667,0.0017,0.0034
Bogota,0.4,0.2667,0.0017,0.0034
hlavou,0.4,0.2667,0.0017,0.0034
vystavuje,0.3,0.2,0.0017,0.0034
Massachusetts,0.3,0.2,0.0017,0.0034
miliardy,0.3,0.2,0.0017,0.0034
potřeba,0.3,0.2,0.0017,0.0034
změně,0.3,0.2,0.0017,0.0034
viceguvernér,0.3,0.2,0.0017,0.0034
národní,0.3,0.2,0.0017,0.0034
banka,0.3,0.2,0.0017,0.0034
1235,0.3,0.2,0.0017,0.0034
Challenger,0.3,0.2,0.0017,0.0034
Columbie,0.3,0.2,0.0017,0.0034
Kroměříže,0.3,0.2,0.0017,0.0034
filmy,0.3,0.2,0.0017,0.0034
peněz,0.3,0.2,0.0017,0.0034
rozhodlo,0.3,0.2,0.0017,0.0034
Nestlé,0.3,0.2,0.0017,0.0034
vojáků,0.3,0.2,0.0017,0.0034
instalací,0.3,0.2,0.0017,0.0034
audiovizuálních,0.3,0.2,0.0017,0.0034
proběhlo,0.3,0.2,0.0017,0.0034
Mladé,0.3,0.2,0.0017,0.0034
raketoplánů,0.3,0.2,0.0017,0.0034
psychoanalýzy,0.3,0.2,0.0017,0.0034
Boleslavi,0.3,0.2,0.0017,0.0034
ústavy,0.3,0.2,0.0017,0.0034
pojišťovna,0.3,0.2,0.0017,0.0034
Bolívii,0.3,0.2,0.0017,0.0034
Autor,0.3,0.2,0.0017,0.0034
úředníci,0.25,0.15,0.0017,0.0034
politiky,0.25,0.15,0.0017,0.0034
pořad,0.25,0.15,0.0017,0.0034
tajemníka,0.25,0.15,0.0017,0.0034
osmnáctitunových,0.25,0.15,0.0017,0.0034
pozemků,0.25,0.15,0.0017,0.0034
britští,0.25,0.15,0.0017,0.0034
Ruské,0.25,0.15,0.0017,0.0034
Kalendárium,0.25,0.15,0.0017,0.0034
konzulární,0.25,0.15,0.0017,0.0034
obrněných,0.25,0.15,0.0017,0.0034
115,0.25,0.15,0.0017,0.0034
osm,0.25,0.15,0.0017,0.0034
generálního,0.25,0.15,0.0017,0.0034
vojáky,0.25,0.15,0.0017,0.0034
odchází,0.25,0.15,0.0017,0.0034
aerolinky,0.25,0.15,0.0017,0.0034
Moravskoslezském,0.25,0.15,0.0017,0.0034
vítěze,0.25,0.15,0.0017,0.0034
minulém,0.25,0.15,0.0017,0.0034
vylepšenou,0.3,0.2,0.0013,0.0026
Ředitel,0.3,0.2,0.0013,0.0026
Řadě,0.3,0.2,0.0013,0.0026
zamířilo,0.3,0.2,0.0013,0.0026
opomněl,0.3,0.2,0.0013,0.0026
Mírový,0.3,0.2,0.0013,0.0026
Míla,0.3,0.2,0.0013,0.0026
výdajů,0.3,0.2,0.0013,0.0026
vykonávat,0.3,0.2,0.0013,0.0026
uhelná,0.3,0.2,0.0013,0.0026
udělena,0.3,0.2,0.0013,0.0026
Nejvíce,0.3,0.2,0.0013,0.0026
Post,0.3,0.2,0.0013,0.0026
Nescafé,0.3,0.2,0.0013,0.0026
"obchodník,",0.3,0.2,0.0013,0.0026
oběťmi,0.3,0.2,0.0013,0.0026
Parcely,0.3,0.2,0.0013,0.0026
týkat,0.3,0.2,0.0013,0.0026
čeká,0.3,0.2,0.0013,0.0026
Prahy,0.3,0.2,0.0013,0.0026
Prahu,0.3,0.2,0.0013,0.0026
Patrice,0.3,0.2,0.0013,0.0026
obyčejný,0.3,0.2,0.0013,0.0026
Pavlu,0.3,0.2,0.0013,0.0026
Pašeráci,0.3,0.2,0.0013,0.0026
Nikolaj,0.3,0.2,0.0013,0.0026
Pekingem,0.3,0.2,0.0013,0.0026
červen,0.3,0.2,0.0013,0.0026
turistů,0.3,0.2,0.0013,0.0026
obci,0.3,0.2,0.0013,0.0026
režimy,0.3,0.2,0.0013,0.0026
obdrželo,0.3,0.2,0.0013,0.0026
východního,0.3,0.2,0.0013,0.0026
obhájit,0.3,0.2,0.0013,0.0026
Poprvé,0.3,0.2,0.0013,0.0026
Papež,0.3,0.2,0.0013,0.0026
Pandám,0.3,0.2,0.0013,0.0026
Ořechov,0.3,0.2,0.0013,0.0026
Ovčáček,0.3,0.2,0.0013,0.0026
rekordních,0.3,0.2,0.0013,0.0026
Členem,0.3,0.2,0.0013,0.0026
Část,0.3,0.2,0.0013,0.0026
Nosov,0.3,0.2,0.0013,0.0026
Národní,0.3,0.2,0.0013,0.0026
Národnímu,0.3,0.2,0.0013,0.0026
Pyramida,0.3,0.2,0.0013,0.0026
členskými,0.3,0.2,0.0013,0.0026
zamlčel,0.3,0.2,0.0013,0.0026
třináct,0.3,0.2,0.0013,0.0026
tunová,0.3,0.2,0.0013,0.0026
odklonu,0.3,0.2,0.0013,0.0026
vynaložila,0.3,0.2,0.0013,0.0026
Pro,0.3,0.2,0.0013,0.0026
odborářů,0.3,0.2,0.0013,0.0026
těžší,0.3,0.2,0.0013,0.0026
Osetii,0.3,0.2,0.0013,0.0026
Press,0.3,0.2,0.0013,0.0026
němé,0.3,0.2,0.0013,0.0026
Prokop,0.3,0.2,0.0013,0.0026
každý,0.3,0.2,0.0013,0.0026
Mexického,0.3,0.2,0.0013,0.0026
považován,0.3,0.2,0.0013,0.0026
Boje,0.3,0.2,0.0013,0.0026
pravici,0.3,0.2,0.0013,0.0026
"Bolívie,",0.3,0.2,0.0013,0.0026
předčila,0.3,0.2,0.0013,0.0026
Britney,0.3,0.2,0.0013,0.0026
Bude,0.3,0.2,0.0013,0.0026
Želevčicích,0.3,0.2,0.0013,0.0026
šíří,0.3,0.2,0.0013,0.0026
počasí,0.3,0.2,0.0013,0.0026
šéfa,0.3,0.2,0.0013,0.0026
Chorvatsku,0.3,0.2,0.0013,0.0026
vlakové,0.3,0.2,0.0013,0.0026
Damonem,0.3,0.2,0.0013,0.0026
Blixově,0.3,0.2,0.0013,0.0026
přesahovaly,0.3,0.2,0.0013,0.0026
většina,0.3,0.2,0.0013,0.0026
španělského,0.3,0.2,0.0013,0.0026
post,0.3,0.2,0.0013,0.0026
Dnešní,0.3,0.2,0.0013,0.0026
Dwight,0.3,0.2,0.0013,0.0026
Egyptská,0.3,0.2,0.0013,0.0026
porušení,0.3,0.2,0.0013,0.0026
Eisenhower,0.3,0.2,0.0013,0.0026
Energy,0.3,0.2,0.0013,0.0026
Evropou,0.3,0.2,0.0013,0.0026
Evropu,0.3,0.2,0.0013,0.0026
Bohemia,0.3,0.2,0.0013,0.0026
"Blixe,",0.3,0.2,0.0013,0.0026
pondělním,0.3,0.2,0.0013,0.0026
72,0.3,0.2,0.0013,0.0026
100.000,0.3,0.2,0.0013,0.0026
175,0.3,0.2,0.0013,0.0026
1961,0.3,0.2,0.0013,0.0026
1968,0.3,0.2,0.0013,0.0026
protiraketových,0.3,0.2,0.0013,0.0026
žádná,0.3,0.2,0.0013,0.0026
"30,2",0.3,0.2,0.0013,0.0026
předložil,0.3,0.2,0.0013,0.0026
prosperovala,0.3,0.2,0.0013,0.0026
prosince,0.3,0.2,0.0013,0.0026
předseda,0.3,0.2,0.0013,0.0026
předsedy,0.3,0.2,0.0013,0.0026
80,0.3,0.2,0.0013,0.0026
Blixe,0.3,0.2,0.0013,0.0026
představily,0.3,0.2,0.0013,0.0026
Africe,0.3,0.2,0.0013,0.0026
voleb,0.3,0.2,0.0013,0.0026
prodej,0.3,0.2,0.0013,0.0026
žijícího,0.3,0.2,0.0013,0.0026
Angeles,0.3,0.2,0.0013,0.0026
proběhl,0.3,0.2,0.0013,0.0026
Arábii,0.3,0.2,0.0013,0.0026
Associated,0.3,0.2,0.0013,0.0026
Augusto,0.3,0.2,0.0013,0.0026
vojenského,0.3,0.2,0.0013,0.0026
Bahamského,0.3,0.2,0.0013,0.0026
španělská,0.3,0.2,0.0013,0.0026
polských,0.3,0.2,0.0013,0.0026
oslavil,0.3,0.2,0.0013,0.0026
padělky,0.3,0.2,0.0013,0.0026
Jehovových,0.3,0.2,0.0013,0.0026
Jihoameričanů,0.3,0.2,0.0013,0.0026
Španělska,0.3,0.2,0.0013,0.0026
personálních,0.3,0.2,0.0013,0.0026
Karel,0.3,0.2,0.0013,0.0026
vyhynou,0.3,0.2,0.0013,0.0026
Kladno,0.3,0.2,0.0013,0.0026
Klatovsku,0.3,0.2,0.0013,0.0026
Kocianovu,0.3,0.2,0.0013,0.0026
unikají,0.3,0.2,0.0013,0.0026
"unie,",0.3,0.2,0.0013,0.0026
Krkonoších,0.3,0.2,0.0013,0.0026
výrobky,0.3,0.2,0.0013,0.0026
utrpěl,0.3,0.2,0.0013,0.0026
Kuby,0.3,0.2,0.0013,0.0026
umožní,0.3,0.2,0.0013,0.0026
vyjádřil,0.3,0.2,0.0013,0.0026
Letecké,0.3,0.2,0.0013,0.0026
ukrajinského,0.3,0.2,0.0013,0.0026
otrav,0.3,0.2,0.0013,0.0026
otevřena,0.3,0.2,0.0013,0.0026
Mattem,0.3,0.2,0.0013,0.0026
Maďarsko,0.3,0.2,0.0013,0.0026
ostrovech,0.3,0.2,0.0013,0.0026
osmdesátých,0.3,0.2,0.0013,0.0026
Mediální,0.3,0.2,0.0013,0.0026
utkání,0.3,0.2,0.0013,0.0026
Jaroslava,0.3,0.2,0.0013,0.0026
George,0.3,0.2,0.0013,0.0026
Hradu,0.3,0.2,0.0013,0.0026
Group,0.3,0.2,0.0013,0.0026
pojišťovnou,0.3,0.2,0.0013,0.0026
Hans,0.3,0.2,0.0013,0.0026
Hanse,0.3,0.2,0.0013,0.0026
"Havlík,",0.3,0.2,0.0013,0.0026
připomněli,0.3,0.2,0.0013,0.0026
Havlíček,0.3,0.2,0.0013,0.0026
Havířově,0.3,0.2,0.0013,0.0026
Hollywoodu,0.3,0.2,0.0013,0.0026
všichni,0.3,0.2,0.0013,0.0026
uvádí,0.3,0.2,0.0013,0.0026
Horákovi,0.3,0.2,0.0013,0.0026
western,0.3,0.2,0.0013,0.0026
uvažuje,0.3,0.2,0.0013,0.0026
Šéf,0.3,0.2,0.0013,0.0026
podmínky,0.3,0.2,0.0013,0.0026
Iráčené,0.3,0.2,0.0013,0.0026
podmínek,0.3,0.2,0.0013,0.0026
Islands,0.3,0.2,0.0013,0.0026
Islámský,0.3,0.2,0.0013,0.0026
uveden,0.3,0.2,0.0013,0.0026
nádraží,0.3,0.2,0.0013,0.0026
Švýcarská,0.3,0.2,0.0013,0.0026
pobřežní,0.3,0.2,0.0013,0.0026
pobočky,0.3,0.2,0.0013,0.0026
výrobě,0.3,0.2,0.0013,0.0026
pochyby,0.3,0.2,0.0013,0.0026
Sarajevu,0.3,0.2,0.0013,0.0026
náboženství,0.3,0.2,0.0013,0.0026
bojovou,0.3,0.2,0.0013,0.0026
bez,0.3,0.2,0.0013,0.0026
bezpečnosti,0.3,0.2,0.0013,0.0026
světa,0.3,0.2,0.0013,0.0026
bitev,0.3,0.2,0.0013,0.0026
horkém,0.3,0.2,0.0013,0.0026
bitvy,0.3,0.2,0.0013,0.0026
"města,",0.3,0.2,0.0013,0.0026
"bloku,",0.3,0.2,0.0013,0.0026
hodnocením,0.3,0.2,0.0013,0.0026
úplně,0.3,0.2,0.0013,0.0026
smrt,0.3,0.2,0.0013,0.0026
úpadku,0.3,0.2,0.0013,0.0026
symbolický,0.3,0.2,0.0013,0.0026
dopisu,0.3,0.2,0.0013,0.0026
britské,0.3,0.2,0.0013,0.0026
hlavu,0.3,0.2,0.0013,0.0026
zásilkovém,0.3,0.2,0.0013,0.0026
kvartetu,0.3,0.2,0.0013,0.0026
místa,0.3,0.2,0.0013,0.0026
brněnské,0.3,0.2,0.0013,0.0026
bulharské,0.3,0.2,0.0013,0.0026
málo,0.3,0.2,0.0013,0.0026
hlava,0.3,0.2,0.0013,0.0026
stoupá,0.3,0.2,0.0013,0.0026
"závodů,",0.3,0.2,0.0013,0.0026
dotací,0.3,0.2,0.0013,0.0026
dvanácti,0.3,0.2,0.0013,0.0026
snadnější,0.3,0.2,0.0013,0.0026
Ze,0.3,0.2,0.0013,0.0026
ztížené,0.3,0.2,0.0013,0.0026
"festival,",0.3,0.2,0.0013,0.0026
infrastrukturu,0.3,0.2,0.0013,0.0026
navždy,0.3,0.2,0.0013,0.0026
sezóně,0.3,0.2,0.0013,0.0026
Zulawski,0.3,0.2,0.0013,0.0026
začaly,0.3,0.2,0.0013,0.0026
agentem,0.3,0.2,0.0013,0.0026
informaci,0.3,0.2,0.0013,0.0026
ignorovala,0.3,0.2,0.0013,0.0026
vzbudila,0.3,0.2,0.0013,0.0026
armádě,0.3,0.2,0.0013,0.0026
agentuře,0.3,0.2,0.0013,0.0026
útokem,0.3,0.2,0.0013,0.0026
aktivitami,0.3,0.2,0.0013,0.0026
krátkodobě,0.3,0.2,0.0013,0.0026
zvyšování,0.3,0.2,0.0013,0.0026
napsal,0.3,0.2,0.0013,0.0026
druhou,0.3,0.2,0.0013,0.0026
systému,0.3,0.2,0.0013,0.0026
"státu,",0.3,0.2,0.0013,0.0026
apeloval,0.3,0.2,0.0013,0.0026
kterého,0.3,0.2,0.0013,0.0026
maďarskou,0.3,0.2,0.0013,0.0026
Íránu,0.3,0.2,0.0013,0.0026
myšlenkami,0.3,0.2,0.0013,0.0026
získá,0.3,0.2,0.0013,0.0026
daní,0.3,0.2,0.0013,0.0026
"dary,",0.3,0.2,0.0013,0.0026
summit,0.3,0.2,0.0013,0.0026
dekády,0.3,0.2,0.0013,0.0026
slovenské,0.3,0.2,0.0013,0.0026
demonstrace,0.3,0.2,0.0013,0.0026
získání,0.3,0.2,0.0013,0.0026
financí,0.3,0.2,0.0013,0.0026
mimo,0.3,0.2,0.0013,0.0026
střel,0.3,0.2,0.0013,0.0026
střehu,0.3,0.2,0.0013,0.0026
vyřazují,0.3,0.2,0.0013,0.0026
%,0.3,0.2,0.0013,0.0026
letošních,0.3,0.2,0.0013,0.0026
diskuze,0.3,0.2,0.0013,0.0026
slovenský,0.3,0.2,0.0013,0.0026
získat,0.3,0.2,0.0013,0.0026
vyšetření,0.3,0.2,0.0013,0.0026
divadlu,0.3,0.2,0.0013,0.0026
mexické,0.3,0.2,0.0013,0.0026
dlouhodobě,0.3,0.2,0.0013,0.0026
metropoli,0.3,0.2,0.0013,0.0026
dodavatelem,0.3,0.2,0.0013,0.0026
festivalu,0.3,0.2,0.0013,0.0026
vztahu,0.3,0.2,0.0013,0.0026
surově,0.3,0.2,0.0013,0.0026
mistra,0.3,0.2,0.0013,0.0026
finanční,0.3,0.2,0.0013,0.0026
muzeí,0.3,0.2,0.0013,0.0026
státům,0.3,0.2,0.0013,0.0026
zálivu,0.3,0.2,0.0013,0.0026
muzejní,0.3,0.2,0.0013,0.0026
zbraních,0.3,0.2,0.0013,0.0026
"lidmi,",0.3,0.2,0.0013,0.0026
